Trace1				Trace2			
Freq		Amp		Freq		Amp	
22028538	Hz	-85.22	 dBm	22028538	Hz	-85.87	 dBm
22028871	Hz	-85.3	 dBm	22028871	Hz	-85.23	 dBm
22029204	Hz	-85.38	 dBm	22029204	Hz	-84.96	 dBm
22029537	Hz	-85.54	 dBm	22029537	Hz	-84.97	 dBm
22029870	Hz	-85.98	 dBm	22029870	Hz	-85.09	 dBm
22030203	Hz	-86.06	 dBm	22030203	Hz	-85.35	 dBm
22030536	Hz	-85.68	 dBm	22030536	Hz	-85.64	 dBm
22030869	Hz	-85.37	 dBm	22030869	Hz	-85.72	 dBm
22031202	Hz	-85.31	 dBm	22031202	Hz	-85.56	 dBm
22031535	Hz	-85.02	 dBm	22031535	Hz	-84.93	 dBm
22031868	Hz	-84.91	 dBm	22031868	Hz	-84.38	 dBm
22032201	Hz	-85.32	 dBm	22032201	Hz	-84.53	 dBm
22032534	Hz	-85.55	 dBm	22032534	Hz	-84.99	 dBm
22032867	Hz	-85.45	 dBm	22032867	Hz	-85.23	 dBm
22033200	Hz	-85.39	 dBm	22033200	Hz	-85.46	 dBm
22033533	Hz	-85.49	 dBm	22033533	Hz	-85.54	 dBm
22033866	Hz	-85.47	 dBm	22033866	Hz	-85.35	 dBm
22034199	Hz	-85.19	 dBm	22034199	Hz	-85.34	 dBm
22034532	Hz	-84.7	 dBm	22034532	Hz	-85.4	 dBm
22034865	Hz	-84.28	 dBm	22034865	Hz	-85.3	 dBm
22035198	Hz	-84.26	 dBm	22035198	Hz	-85.34	 dBm
22035531	Hz	-84.2	 dBm	22035531	Hz	-85.29	 dBm
22035864	Hz	-84.32	 dBm	22035864	Hz	-84.98	 dBm
22036197	Hz	-84.51	 dBm	22036197	Hz	-84.72	 dBm
22036530	Hz	-84.76	 dBm	22036530	Hz	-84.96	 dBm
22036863	Hz	-85.22	 dBm	22036863	Hz	-85.51	 dBm
22037196	Hz	-85.61	 dBm	22037196	Hz	-85.87	 dBm
22037529	Hz	-85.68	 dBm	22037529	Hz	-85.74	 dBm
22037862	Hz	-85.34	 dBm	22037862	Hz	-85.62	 dBm
22038195	Hz	-84.9	 dBm	22038195	Hz	-85.61	 dBm
22038528	Hz	-84.83	 dBm	22038528	Hz	-85.87	 dBm
22038861	Hz	-85.16	 dBm	22038861	Hz	-85.81	 dBm
22039194	Hz	-85.48	 dBm	22039194	Hz	-85.06	 dBm
22039527	Hz	-85.12	 dBm	22039527	Hz	-84.46	 dBm
22039860	Hz	-84.83	 dBm	22039860	Hz	-84.45	 dBm
22040193	Hz	-85.14	 dBm	22040193	Hz	-85.03	 dBm
22040526	Hz	-85.6	 dBm	22040526	Hz	-85.41	 dBm
22040859	Hz	-85.51	 dBm	22040859	Hz	-85.4	 dBm
22041192	Hz	-85.1	 dBm	22041192	Hz	-85.47	 dBm
22041525	Hz	-85	 dBm	22041525	Hz	-85.9	 dBm
22041858	Hz	-85.15	 dBm	22041858	Hz	-86.23	 dBm
22042191	Hz	-85.49	 dBm	22042191	Hz	-86.06	 dBm
22042524	Hz	-85.41	 dBm	22042524	Hz	-85.8	 dBm
22042857	Hz	-85.07	 dBm	22042857	Hz	-85.6	 dBm
22043190	Hz	-84.83	 dBm	22043190	Hz	-85.54	 dBm
22043523	Hz	-85.1	 dBm	22043523	Hz	-85.43	 dBm
22043856	Hz	-85.69	 dBm	22043856	Hz	-84.79	 dBm
22044189	Hz	-85.91	 dBm	22044189	Hz	-84.32	 dBm
22044522	Hz	-85.55	 dBm	22044522	Hz	-84.32	 dBm
22044855	Hz	-84.99	 dBm	22044855	Hz	-84.38	 dBm
22045188	Hz	-85.04	 dBm	22045188	Hz	-84.58	 dBm
22045521	Hz	-85.38	 dBm	22045521	Hz	-85.09	 dBm
22045854	Hz	-85.64	 dBm	22045854	Hz	-85.61	 dBm
22046187	Hz	-85.46	 dBm	22046187	Hz	-85.61	 dBm
22046520	Hz	-85.4	 dBm	22046520	Hz	-85.28	 dBm
22046853	Hz	-85.36	 dBm	22046853	Hz	-85.01	 dBm
22047186	Hz	-85.29	 dBm	22047186	Hz	-84.82	 dBm
22047519	Hz	-84.77	 dBm	22047519	Hz	-84.57	 dBm
22047852	Hz	-84.19	 dBm	22047852	Hz	-84.59	 dBm
22048185	Hz	-83.94	 dBm	22048185	Hz	-84.87	 dBm
22048518	Hz	-84.19	 dBm	22048518	Hz	-85	 dBm
22048851	Hz	-84.52	 dBm	22048851	Hz	-84.93	 dBm
22049184	Hz	-84.77	 dBm	22049184	Hz	-84.92	 dBm
22049517	Hz	-84.75	 dBm	22049517	Hz	-84.93	 dBm
22049850	Hz	-84.4	 dBm	22049850	Hz	-85.09	 dBm
22050183	Hz	-84.51	 dBm	22050183	Hz	-85.43	 dBm
22050516	Hz	-84.81	 dBm	22050516	Hz	-85.65	 dBm
22050849	Hz	-85.09	 dBm	22050849	Hz	-85.75	 dBm
22051182	Hz	-85.02	 dBm	22051182	Hz	-85.39	 dBm
22051515	Hz	-84.8	 dBm	22051515	Hz	-84.87	 dBm
22051848	Hz	-84.85	 dBm	22051848	Hz	-84.54	 dBm
22052181	Hz	-84.68	 dBm	22052181	Hz	-84.74	 dBm
22052514	Hz	-84.24	 dBm	22052514	Hz	-84.95	 dBm
22052847	Hz	-84.1	 dBm	22052847	Hz	-85.32	 dBm
22053180	Hz	-84.67	 dBm	22053180	Hz	-85.78	 dBm
22053513	Hz	-85.27	 dBm	22053513	Hz	-85.84	 dBm
22053846	Hz	-85.71	 dBm	22053846	Hz	-85.89	 dBm
22054179	Hz	-85.66	 dBm	22054179	Hz	-86.04	 dBm
22054512	Hz	-85.4	 dBm	22054512	Hz	-85.78	 dBm
22054845	Hz	-85.07	 dBm	22054845	Hz	-85.35	 dBm
22055178	Hz	-84.87	 dBm	22055178	Hz	-85.22	 dBm
22055511	Hz	-84.71	 dBm	22055511	Hz	-85.39	 dBm
22055844	Hz	-84.91	 dBm	22055844	Hz	-85.39	 dBm
22056177	Hz	-85.32	 dBm	22056177	Hz	-85.15	 dBm
22056510	Hz	-85.26	 dBm	22056510	Hz	-85.26	 dBm
22056843	Hz	-84.82	 dBm	22056843	Hz	-85.76	 dBm
22057176	Hz	-84.79	 dBm	22057176	Hz	-85.67	 dBm
22057509	Hz	-85.01	 dBm	22057509	Hz	-85.27	 dBm
22057842	Hz	-85.26	 dBm	22057842	Hz	-85.14	 dBm
22058175	Hz	-85.55	 dBm	22058175	Hz	-85.59	 dBm
22058508	Hz	-85.82	 dBm	22058508	Hz	-85.87	 dBm
22058841	Hz	-85.9	 dBm	22058841	Hz	-85.98	 dBm
22059174	Hz	-85.53	 dBm	22059174	Hz	-86.05	 dBm
22059507	Hz	-85.06	 dBm	22059507	Hz	-85.83	 dBm
22059840	Hz	-84.79	 dBm	22059840	Hz	-85.33	 dBm
22060173	Hz	-84.93	 dBm	22060173	Hz	-85.03	 dBm
22060506	Hz	-85.2	 dBm	22060506	Hz	-85.05	 dBm
22060839	Hz	-85.34	 dBm	22060839	Hz	-85.07	 dBm
22061172	Hz	-85.7	 dBm	22061172	Hz	-85.27	 dBm
22061505	Hz	-85.86	 dBm	22061505	Hz	-85.5	 dBm
22061838	Hz	-85.74	 dBm	22061838	Hz	-85.64	 dBm
22062171	Hz	-85.36	 dBm	22062171	Hz	-85.68	 dBm
22062504	Hz	-84.86	 dBm	22062504	Hz	-85.57	 dBm
22062837	Hz	-84.76	 dBm	22062837	Hz	-85.42	 dBm
22063170	Hz	-85.14	 dBm	22063170	Hz	-85.39	 dBm
22063503	Hz	-85.42	 dBm	22063503	Hz	-85.5	 dBm
22063836	Hz	-85.24	 dBm	22063836	Hz	-85.45	 dBm
22064169	Hz	-84.86	 dBm	22064169	Hz	-85.06	 dBm
22064502	Hz	-84.5	 dBm	22064502	Hz	-84.74	 dBm
22064835	Hz	-84.32	 dBm	22064835	Hz	-84.38	 dBm
22065168	Hz	-84.34	 dBm	22065168	Hz	-84.31	 dBm
22065501	Hz	-84.54	 dBm	22065501	Hz	-84.28	 dBm
22065834	Hz	-84.83	 dBm	22065834	Hz	-84.24	 dBm
22066167	Hz	-85.09	 dBm	22066167	Hz	-84.25	 dBm
22066500	Hz	-85.1	 dBm	22066500	Hz	-84.47	 dBm
22066833	Hz	-84.69	 dBm	22066833	Hz	-84.96	 dBm
22067166	Hz	-84.16	 dBm	22067166	Hz	-85.57	 dBm
22067499	Hz	-84.15	 dBm	22067499	Hz	-86.16	 dBm
22067832	Hz	-84.46	 dBm	22067832	Hz	-86.25	 dBm
22068165	Hz	-84.72	 dBm	22068165	Hz	-85.84	 dBm
22068498	Hz	-84.83	 dBm	22068498	Hz	-85.08	 dBm
22068831	Hz	-84.99	 dBm	22068831	Hz	-84.1	 dBm
22069164	Hz	-84.89	 dBm	22069164	Hz	-84.17	 dBm
22069497	Hz	-85	 dBm	22069497	Hz	-84.48	 dBm
22069830	Hz	-85.07	 dBm	22069830	Hz	-84.82	 dBm
22070163	Hz	-85.03	 dBm	22070163	Hz	-85.17	 dBm
22070496	Hz	-84.95	 dBm	22070496	Hz	-85.02	 dBm
22070829	Hz	-84.59	 dBm	22070829	Hz	-84.68	 dBm
22071162	Hz	-84.38	 dBm	22071162	Hz	-84.69	 dBm
22071495	Hz	-84.7	 dBm	22071495	Hz	-84.98	 dBm
22071828	Hz	-84.78	 dBm	22071828	Hz	-85.1	 dBm
22072161	Hz	-85.12	 dBm	22072161	Hz	-85.22	 dBm
22072494	Hz	-85.54	 dBm	22072494	Hz	-85.63	 dBm
22072827	Hz	-85.78	 dBm	22072827	Hz	-85.96	 dBm
22073160	Hz	-85.62	 dBm	22073160	Hz	-85.9	 dBm
22073493	Hz	-85.38	 dBm	22073493	Hz	-85.89	 dBm
22073826	Hz	-85.44	 dBm	22073826	Hz	-86.16	 dBm
22074159	Hz	-85.64	 dBm	22074159	Hz	-85.93	 dBm
22074492	Hz	-85.59	 dBm	22074492	Hz	-85.28	 dBm
22074825	Hz	-85.24	 dBm	22074825	Hz	-85.11	 dBm
22075158	Hz	-84.97	 dBm	22075158	Hz	-85.52	 dBm
22075491	Hz	-84.72	 dBm	22075491	Hz	-85.6	 dBm
22075824	Hz	-84.78	 dBm	22075824	Hz	-85.44	 dBm
22076157	Hz	-85.11	 dBm	22076157	Hz	-85.08	 dBm
22076490	Hz	-85.31	 dBm	22076490	Hz	-85.17	 dBm
22076823	Hz	-85.24	 dBm	22076823	Hz	-85.44	 dBm
22077156	Hz	-84.96	 dBm	22077156	Hz	-85.44	 dBm
22077489	Hz	-84.93	 dBm	22077489	Hz	-85.16	 dBm
22077822	Hz	-85.02	 dBm	22077822	Hz	-85.12	 dBm
22078155	Hz	-85.25	 dBm	22078155	Hz	-85.51	 dBm
22078488	Hz	-85.51	 dBm	22078488	Hz	-85.87	 dBm
22078821	Hz	-85.43	 dBm	22078821	Hz	-85.83	 dBm
22079154	Hz	-85.59	 dBm	22079154	Hz	-85.98	 dBm
22079487	Hz	-86.14	 dBm	22079487	Hz	-86.25	 dBm
22079820	Hz	-86.38	 dBm	22079820	Hz	-86.37	 dBm
22080153	Hz	-86.26	 dBm	22080153	Hz	-86.01	 dBm
22080486	Hz	-85.63	 dBm	22080486	Hz	-85.73	 dBm
22080819	Hz	-84.59	 dBm	22080819	Hz	-85.63	 dBm
22081152	Hz	-84.03	 dBm	22081152	Hz	-85.69	 dBm
22081485	Hz	-84.28	 dBm	22081485	Hz	-85.71	 dBm
22081818	Hz	-84.61	 dBm	22081818	Hz	-85.6	 dBm
22082151	Hz	-84.94	 dBm	22082151	Hz	-85.12	 dBm
22082484	Hz	-85.18	 dBm	22082484	Hz	-84.61	 dBm
22082817	Hz	-85.49	 dBm	22082817	Hz	-84.41	 dBm
22083150	Hz	-85.67	 dBm	22083150	Hz	-84.6	 dBm
22083483	Hz	-85.52	 dBm	22083483	Hz	-84.7	 dBm
22083816	Hz	-85.22	 dBm	22083816	Hz	-84.69	 dBm
22084149	Hz	-84.96	 dBm	22084149	Hz	-84.96	 dBm
22084482	Hz	-84.7	 dBm	22084482	Hz	-85.05	 dBm
22084815	Hz	-84.66	 dBm	22084815	Hz	-84.93	 dBm
22085148	Hz	-84.95	 dBm	22085148	Hz	-85.04	 dBm
22085481	Hz	-85.19	 dBm	22085481	Hz	-85.12	 dBm
22085814	Hz	-85.25	 dBm	22085814	Hz	-85.18	 dBm
22086147	Hz	-85.38	 dBm	22086147	Hz	-85.5	 dBm
22086480	Hz	-85.41	 dBm	22086480	Hz	-85.5	 dBm
22086813	Hz	-85.44	 dBm	22086813	Hz	-85.33	 dBm
22087146	Hz	-85.72	 dBm	22087146	Hz	-85.31	 dBm
22087479	Hz	-85.59	 dBm	22087479	Hz	-85.37	 dBm
22087812	Hz	-85.2	 dBm	22087812	Hz	-85.41	 dBm
22088145	Hz	-84.97	 dBm	22088145	Hz	-85.35	 dBm
22088478	Hz	-84.98	 dBm	22088478	Hz	-85.08	 dBm
22088811	Hz	-85.16	 dBm	22088811	Hz	-84.87	 dBm
22089144	Hz	-85.12	 dBm	22089144	Hz	-85.15	 dBm
22089477	Hz	-85.05	 dBm	22089477	Hz	-85.3	 dBm
22089810	Hz	-84.95	 dBm	22089810	Hz	-85.06	 dBm
22090143	Hz	-85.07	 dBm	22090143	Hz	-84.77	 dBm
22090476	Hz	-85.36	 dBm	22090476	Hz	-84.71	 dBm
22090809	Hz	-85.45	 dBm	22090809	Hz	-85.17	 dBm
22091142	Hz	-85.25	 dBm	22091142	Hz	-85.64	 dBm
22091475	Hz	-85.46	 dBm	22091475	Hz	-85.77	 dBm
22091808	Hz	-85.79	 dBm	22091808	Hz	-85.63	 dBm
22092141	Hz	-85.77	 dBm	22092141	Hz	-85.45	 dBm
22092474	Hz	-85.81	 dBm	22092474	Hz	-85.28	 dBm
22092807	Hz	-85.72	 dBm	22092807	Hz	-85.21	 dBm
22093140	Hz	-85.48	 dBm	22093140	Hz	-85.24	 dBm
22093473	Hz	-85.06	 dBm	22093473	Hz	-85.28	 dBm
22093806	Hz	-84.86	 dBm	22093806	Hz	-85.41	 dBm
22094139	Hz	-85.06	 dBm	22094139	Hz	-85.76	 dBm
22094472	Hz	-85.32	 dBm	22094472	Hz	-85.58	 dBm
22094805	Hz	-85.42	 dBm	22094805	Hz	-85.33	 dBm
22095138	Hz	-85.69	 dBm	22095138	Hz	-85.35	 dBm
22095471	Hz	-85.69	 dBm	22095471	Hz	-85.24	 dBm
22095804	Hz	-85.28	 dBm	22095804	Hz	-85.09	 dBm
22096137	Hz	-85.11	 dBm	22096137	Hz	-85.25	 dBm
22096470	Hz	-85.12	 dBm	22096470	Hz	-85.6	 dBm
22096803	Hz	-85.1	 dBm	22096803	Hz	-85.48	 dBm
22097136	Hz	-85.14	 dBm	22097136	Hz	-85.34	 dBm
22097469	Hz	-85.2	 dBm	22097469	Hz	-85.34	 dBm
22097802	Hz	-85.16	 dBm	22097802	Hz	-85.13	 dBm
22098135	Hz	-85.06	 dBm	22098135	Hz	-84.73	 dBm
22098468	Hz	-85.04	 dBm	22098468	Hz	-84.63	 dBm
22098801	Hz	-85.29	 dBm	22098801	Hz	-84.94	 dBm
22099134	Hz	-85.4	 dBm	22099134	Hz	-85.3	 dBm
22099467	Hz	-85.25	 dBm	22099467	Hz	-85.31	 dBm
22099800	Hz	-85.07	 dBm	22099800	Hz	-85.26	 dBm
